TAU(MFT),wind,sst,airT,Pressure,WaveL,WaveH,TAU(obs)
0.988266408,17.1868,6.7,2.5,979.6349,12.7839,3.4081,0.76
0.987152696,17.1739,6.6972,2.5141,982.3018,11.6339,3.9943,0.9348
0.891668141,16.0371,6.6957,2.5213,982.353,11.651,3.9915,0.9598
0.865446985,15.7177,6.6943,2.5284,982.4042,11.6681,3.9887,0.7883
0.711589456,13.7809,6.6,2.9915,985.9876,12.5655,3.8043,0.7038
0.895047069,16.082,6.6,2.9773,986.3002,12.1747,3.8114,0.6671
0.908187687,16.2394,6.6028,2.8028,990.2885,7.452,3.9028,0.7327
0.860750318,15.6629,6.6113,2.8113,990.5618,7.9218,3.9113,0.5862
0.78385818,14.7061,6.6943,2.9397,993.5418,12.4994,4.017,0.5589
0.686582088,13.4529,6.6929,2.9497,993.5774,12.424,4.0213,0.6409
0.592019975,12.1943,6.6,3.5872,996.143,8.1778,4.3128,0.498
0.587567925,12.1326,6.5901,3.4901,997.9482,12.8692,4.4,0.4228
0.572081566,11.9203,6.5887,3.4887,997.9696,12.8791,4.4,0.5351
0.502797663,10.9539,6.5007,3.3979,999.3126,13.5,4.3993,0.482
0.604945064,12.3691,6.5028,3.3915,999.351,13.5,4.3972,0.5642
0.518385768,11.1735,6.505,3.3851,999.3894,13.5,4.395,0.5221
0.41905126,9.7463,6.55,3.2501,1000.1996,13.5,4.35,0.4408
0.422828406,9.8015,6.5507,3.2479,1000.2124,13.5,4.3493,0.3814
0.594685793,12.2275,6.5528,3.2415,1000.2507,13.5,4.3472,0.5795
0.53889066,11.4582,6.5557,3.233,1000.3019,13.5,4.3443,0.5244
0.512456179,11.0876,6.5564,3.2309,1000.3147,13.5,4.3436,0.4085
0.445134699,10.1234,6.6,3.1013,1001.104,13.4906,4.296,0.373
0.314554513,8.1816,6.6,3.2,1001.4,12.8001,4,0.3368
0.370138258,9.0205,6.5943,3.1149,1001.4284,12.8,4.0113,0.3577
0.512654424,11.0876,6.5886,3.0295,1001.4568,12.8,4.0227,0.348
0.440825492,10.0431,6.5,1.7,1001.9,12.8,4.2,0.3808
0.438152224,10.0052,6.5,1.7725,1001.8872,12.7744,4.2,0.3139
0.427497745,9.8501,6.5,1.7966,1001.8829,12.7659,4.2,0.3423
0.41608578,9.6839,6.5,1.8691,1001.8702,12.7403,4.2,0.2926
0.380722284,9.1611,6.5,1.8933,1001.8659,12.7318,4.2,0.3689
0.41044113,9.6016,6.5,1.9174,1001.8616,12.7233,4.2,0.3481
0.384706944,9.2431,6.5,3.4,1001.608,12.2174,4.1987,0.3822
0.408445269,9.5936,6.5,3.4,1001.6166,12.2359,4.1972,0.3276
0.414025158,9.6755,6.5,3.4,1001.6593,12.3284,4.1901,0.3085
0.371585935,9.0479,6.5,3.4,1001.6678,12.347,4.1887,0.2652
0.36487788,8.9477,6.5,3.4,1002.1999,13.4998,4.1,0.4367
0.419473767,9.7553,6.5,3.4,1002.1972,13.4632,4.0972,0.3616
0.388369113,9.2974,6.5,3.4,1002.1915,13.3893,4.0915,0.3835
0.408369988,9.5925,6.5,3.4,1002.1901,13.3708,4.0901,0.3082
0.389901817,9.3201,6.5,3.4,1002.1886,13.3523,4.0886,0.2939
0.350946605,8.7395,6.5,3.4512,1002.0105,12.3663,4.0128,0.3075
0.222202286,6.742,6.5,3.7997,1001.4006,13.499,4.0999,0.2678
0.317853123,8.2433,6.5028,3.7751,1001.3889,13.5,4.0945,0.2844
0.36462298,8.9492,6.5056,3.7495,1001.3776,13.5,4.0888,0.2388
0.329561174,8.4208,6.507,3.7367,1001.3719,13.5,4.0859,0.2937
0.295804501,7.9035,6.5113,3.6983,1001.3548,13.5,4.0774,0.3042
0.259053946,7.33,6.5127,3.6855,1001.3491,13.5,4.0745,0.235
0.460287184,10.3396,6.6,2.9001,1001.0001,13.5,3.9,0.425
0.447334766,10.1527,6.5943,2.9057,1000.9773,13.3922,3.917,0.2999
0.300268143,7.9604,6.5,3,1000.6,11.6,4.2,0.3412
0.391902745,9.3434,6.5,2.9744,1000.6171,11.7023,4.1829,0.3109
0.360859215,8.8808,6.5,2.9702,1000.6199,11.7194,4.1801,0.3635
0.554790974,11.674,6.5,2.7188,1000.804,12.8094,4.0027,0.434
0.579146147,12.011,6.5,2.8184,1000.8254,12.8592,4.0169,0.614
0.76243031,14.445,6.5,4.0362,1001.1709,13.4503,4.2284,0.4503
0.777965546,14.6353,6.5,3.2,1002.1,12.8,4.6,0.7989
0.821737945,15.1846,6.5,3.1773,1002.2023,12.7659,4.6,0.6395
0.822661221,15.196,6.5,3.1659,1002.2535,12.7488,4.6,0.5907
0.83675307,15.3688,6.4,2.8,1005.2998,12.2,4.8,0.8009
0.945774436,16.6902,6.4,2.7915,1005.4022,12.1489,4.8511,0.8339
0.741526246,14.1679,6.4,2.7886,1005.4364,12.1318,4.8682,0.8345
0.939573526,16.6157,6.4,2.6744,1006.6279,11.4465,5.3659,0.7049
0.907595396,16.2328,6.4,2.6702,1006.6492,11.421,5.3602,0.7018
0.711770475,13.7822,6.4,2.6659,1006.6705,11.3954,5.3545,0.5468
0.737953365,14.1186,6.4,2.4002,1007.9988,9.8014,5.0003,0.6408
0.718456388,13.8667,6.3958,2.4,1008.0461,9.8545,4.9958,0.5981
0.802293599,14.9363,6.3944,2.4,1008.0617,9.8729,4.9944,0.6719
0.654741764,13.0295,6.393,2.4,1008.0774,9.8914,4.993,0.6206
0.780901849,14.6668,6.3887,2.4,1008.1244,9.947,4.9887,0.5738
0.788374543,14.7619,6.3,2.3972,1009.1183,11.0817,4.9042,0.5892
0.656109512,13.0485,6.3,2.3915,1009.1553,11.0447,4.9128,0.6282
0.752366841,14.3043,6.3,2.3858,1009.1922,11.0078,4.9213,0.6685
0.821168125,15.1728,6.3,2.3773,1009.2477,10.9523,4.9341,0.7307
0.771534741,14.5469,6.2986,2.173,1010.4241,9.8,5.1886,0.6843
0.827178836,15.2456,6.2957,2.119,1010.4725,9.8,5.1659,0.6369
0.677731156,13.3316,6.2915,2.038,1010.5449,9.8,5.1318,0.6318
0.716441631,13.838,6.2901,2.011,1010.5691,9.8,5.1204,0.6171
0.593135297,12.1955,6.2872,1.957,1010.6174,9.8,5.0977,0.6158
0.606437206,12.3608,6.1944,0.3617,1012.1449,9.7439,4.4168,0.5984
0.677261233,13.3107,6.1915,0.393,1012.1677,9.7154,4.4254,0.5887
0.830283225,15.2801,6.0972,1.4042,1012.9197,8.7958,4.7028,0.7022
0.864942312,15.7077,6.0915,1.4128,1012.9595,8.7872,4.7085,0.7395
0.923067987,16.412,6.0887,1.417,1012.9794,8.783,4.7113,0.6982
0.873289108,15.8099,6.0858,1.4213,1012.9993,8.7787,4.7142,0.6247
0.768066108,14.4983,6.083,1.4256,1013.0193,8.7744,4.717,0.7303
0.608522117,12.4061,5.8943,1.6858,1014.3369,8.517,4.8972,0.5474
0.797317505,14.8719,5.8886,1.6716,1014.3739,8.5341,4.8943,0.6366
0.784519911,14.7105,5.8829,1.6574,1014.4108,8.5512,4.8915,0.5902
0.584258139,12.072,5.6958,1.1916,1015.6503,9.167,4.7958,0.4866
0.525820196,11.2612,5.6887,1.1774,1015.7357,9.2809,4.7887,0.4095
0.522490561,11.2144,5.6873,1.1745,1015.7527,9.3036,4.7873,0.611
0.59919697,12.2751,5.6,1,1016.7998,10.6997,4.7,0.603
0.689434052,13.4824,5.6,1.0227,1016.8397,10.6092,4.6943,0.4623
0.617840052,12.5285,5.6,1.0341,1016.8596,10.5637,4.6915,0.5464
0.558806658,11.7207,5.6,1.0455,1016.8795,10.5182,4.6886,0.6228
0.616332591,12.5119,5.6,1.4,1017.5,9.1,4.6,0.5496
0.691589117,13.5142,5.6,1.4,1017.6023,9.1341,4.6085,0.5508
0.505629897,10.9803,5.5958,1.3916,1018.7335,9.5126,4.6916,0.4907
0.611114144,12.4412,5.5944,1.3888,1018.7449,9.5168,4.6888,0.4498
0.570336461,11.8839,5.593,1.3859,1018.7563,9.5211,4.6859,0.59
0.571424007,11.8977,5.5,1.1886,1019.6023,9.8455,4.5227,0.4651
0.377392948,9.1141,5.5128,1.0957,1020.4213,10.2213,4.7043,0.4242
0.48341769,10.6616,5.5256,1.0915,1020.4426,10.2426,4.7085,0.4275
0.553546727,11.6451,5.8013,1.004,1020.9081,10.7121,4.8,0.3195
0.351197213,8.7153,5.8042,1.0126,1020.9251,10.7377,4.8,0.3561
0.321916819,8.2706,5.807,1.0211,1020.9422,10.7633,4.8,0.254
0.348969519,8.6818,5.8085,1.0254,1020.9507,10.7761,4.8,0.2971
0.405296504,9.5254,5.9,1.2957,1021.5383,11.5787,4.8085,0.2496
0.367004365,8.956,5.9,1.2915,1021.5767,11.5574,4.817,0.3589
0.39482379,9.3705,5.9,1.2901,1021.5895,11.5503,4.8199,0.287
0.365513206,8.9336,5.9,1.2886,1021.6023,11.5432,4.8227,0.3016
0.359919965,8.8482,5.8972,1.1957,1022.4028,11.0943,4.9957,0.2932
0.337644845,8.5116,5.8858,1.1787,1022.4142,11.0716,4.9787,0.309
0.228844002,6.8093,5.7,0.9,1022.6166,10.6862,4.6945,0.2231
0.214351445,6.5723,5.7,0.9,1022.6337,10.6719,4.6888,0.2087
0.216088116,6.6009,5.7,0.9,1022.6507,10.6577,4.6831,0.191
0.297445118,7.8939,5.7,0.9,1022.6678,10.6435,4.6774,0.3664
0.264422148,7.3781,5.6915,0.8915,1023.2256,10.3193,4.483,0.2175
0.389527351,9.289,5.6872,0.8872,1023.2384,10.379,4.4744,0.3345
0.198898226,6.3151,5.5986,0.8028,1023.5099,11.5801,4.3014,0.2188
0.287450373,7.739,5.5957,0.8085,1023.5298,11.5403,4.3043,0.2208
0.171578676,5.8451,5.5886,0.8227,1023.5796,11.4408,4.3114,0.1686
0.267185748,7.4272,5.4987,1.0013,1024.2054,10.2121,4.3933,0.2523
0.329200178,8.3866,5.4958,1.0042,1024.2168,10.2377,4.3791,0.296
0.293336034,7.8357,5.4944,1.0056,1024.2224,10.2505,4.3719,0.2646
0.265708089,7.4043,5.4887,1.0113,1024.2452,10.3017,4.3435,0.2598
0.204379842,6.4174,5.3773,1.1057,1024.617,11.1,3.883,0.2193
0.229309097,6.8272,5.3716,1.1071,1024.6213,11.1,3.8787,0.3219
0.292758107,7.8308,5.3659,1.1085,1024.6255,11.1,3.8744,0.2429
0.266286552,7.4177,5.3545,1.1114,1024.6341,11.1,3.8659,0.1776
0.231689572,6.8746,5,1.2,1024.9,11.1,3.6,0.2984
0.269485474,7.4761,5,1.2057,1024.9,11.0886,3.6028,0.2456
0.182331011,6.0562,5.0099,1.3901,1024.9,10.7395,3.6704,0.2175
0.216118157,6.6213,5.0943,1.3113,1024.8773,11.0773,3.4,0.213
0.170134783,5.8394,5.0929,1.3142,1024.8716,11.0716,3.4,0.1585
0.226239011,6.7921,5,1.5,1024.5,10.7,3.4,0.2396
0.248877242,7.1564,4.9744,1.5,1024.4872,10.7,3.3616,0.209
0.356981367,8.8256,5.0943,1.7773,1024.0057,9.8,2.9886,0.3078
0.45774585,10.3038,5.0042,1.4,1024.1209,9.7455,2.7958,0.2942
0.457636148,10.3022,5.0056,1.4,1024.1281,9.7271,2.7944,0.2907
0.433832109,9.9573,5.0099,1.4,1024.1494,9.6716,2.7901,0.3586
0.323607206,8.3144,5.1014,1.3986,1024.607,8.5042,2.7,0.3212
0.328942031,8.3956,5.1028,1.3972,1024.6141,8.5085,2.7,0.3169
0.346374094,8.6595,5.1099,1.3901,1024.6497,8.5298,2.7,0.2777
0.319337636,8.2489,5.1114,1.3886,1024.6568,8.5341,2.7,0.3416
0.316031426,8.1954,5.2,1.3014,1025.1014,8.8199,2.6972,0.3154
0.381524086,9.1835,5.2,1.3043,1025.1043,8.8597,2.6915,0.2391
0.363401413,8.913,5.2,1.3128,1025.1128,8.979,2.6744,0.2405
0.218327925,6.6576,5.2056,1.4224,1025.2056,10.2281,2.4944,0.2202
0.172179684,5.8817,5.2943,1.817,1025.3113,10.6716,2.4,0.1891
0.143921733,5.2881,5.2901,1.8298,1025.3199,10.6503,2.4,0.1403
0.128395528,4.7528,5.1744,2.1639,1025.4616,10.3151,2.4128,0.1519
0.188471541,6.1862,5.0113,2.6226,1025.1548,10.953,2.5226,0.1394
0.105459936,3.936,5.1,2.8,1024.8001,9.8002,2.7,0.1468
0.105300747,3.9302,5.0886,2.8227,1024.8341,9.7205,2.6659,0.1426
0.14158906,5.2077,5,3,1025.1,9.1,2.4,0.1309
0.120307028,4.4679,5.0298,3.0099,1025.1099,9.2094,2.4,0.1539
0.129928872,4.8055,5.2998,3.0999,1025.1999,10.1991,2.4,0.0948
0.192702889,6.27,5.4,3.6099,1024.9503,10.7,2.3,0.1242
0.168312177,5.8464,5.4,3.6128,1024.9361,10.7,2.3,0.1539
0.225418478,6.813,5.4,3.6773,1024.5014,10.6872,2.3,0.1843
0.164655149,5.7812,5.4,3.6318,1024.5043,10.6616,2.3,0.1474
0.187397689,6.1787,5.4,3.5636,1024.5085,10.6233,2.3,0.1475
0.188293859,6.1927,5.4,3.4954,1024.5128,10.5849,2.3,0.2336
0.12096405,4.4903,5.7013,4.004,1023.8933,9.4906,2.004,0.1169
0.120195113,4.4631,5.7028,4.0083,1023.8862,9.4806,2.0083,0.1269
0.125010088,4.6328,5.7099,4.0296,1023.8506,9.4308,2.0296,0.1479
0.195558831,6.324,5.8,4.3014,1023.4056,8.8098,2.2958,0.1807
0.199225038,6.3858,5.8,4.3071,1023.4284,8.8497,2.2787,0.241
0.216051236,6.6648,5.8,4.3114,1023.4455,8.8795,2.2659,0.2471
0.228083521,6.8607,5.8,4.3128,1023.4511,8.8895,2.2616,0.2122
0.254953772,7.2913,5.8099,4.4,1023.7105,9.5,2.0099,0.2548
0.275698036,7.6165,5.8114,4.4,1023.6977,9.5,2.0114,0.2594
0.275063336,7.6086,5.9043,4.6043,1022.3575,9.7362,1.9,0.2455
0.359330654,8.8926,6,4.7,1021.2792,8.2787,1.9,0.2884
0.348861992,8.7358,6,4.7,1021.2551,8.2744,1.9,0.2914
0.390192151,9.3509,6,4.7,1021.1826,8.2616,1.9,0.268
0.466020286,10.4531,6,4.7,1019.7014,8.0002,1.9,0.3961
0.436075985,10.0217,6.0042,4.6958,1019.6623,8.0126,1.8958,0.3894
0.446049094,10.1658,6.0085,4.6915,1019.6239,8.0254,1.8915,0.4171
0.474857718,10.5769,6.1,4.6,1018.8001,8.3,1.8,0.4078
0.510753155,11.0855,6.1014,4.6,1018.7775,8.3211,1.8014,0.3833
0.441076547,10.0915,6.1028,4.6,1018.7548,8.3424,1.8028,0.4381
0.523005843,11.2574,6.1057,4.6,1018.7092,8.3851,1.8057,0.3736
0.506730616,11.0288,6.1071,4.6,1018.6865,8.4064,1.8071,0.402
0.510605156,11.0833,6.1114,4.6,1018.6182,8.4705,1.8114,0.4691
0.541048646,11.508,6.2014,4.6,1017.1531,9.8057,1.9014,0.4016
0.568401873,11.8861,6.2021,4.6,1017.1296,9.8085,1.9021,0.3676
0.577578723,12.012,6.2043,4.6,1017.0592,9.8171,1.9043,0.3865
0.509042144,11.0602,6.205,4.6,1017.0358,9.8199,1.905,0.4278
0.459979087,10.362,6.25,4.6,1015.5501,10,1.95,0.4554
0.575448155,11.9823,6.2514,4.6,1015.5032,10.0057,1.9514,0.458
0.626351476,12.673,6.2543,4.6,1015.4094,10.017,1.9543,0.4763
0.54341054,11.5402,6.2557,4.6,1015.3624,10.0227,1.9557,0.4658
0.577916086,12.0157,6.3,4.6099,1013.6714,9.7229,2.0199,0.4783
0.674110889,13.3088,6.3,4.6972,1011.5091,5.4,2.2057,0.5503
0.646314144,12.9405,6.3,4.6943,1011.4181,5.4,2.2114,0.6076
0.642977297,12.896,6.3,4.6929,1011.3727,5.4,2.2142,0.6702
0.724407256,13.9648,6.3,4.6915,1011.3272,5.4,2.2171,0.667
0.59054935,12.1891,6.3,4.6886,1011.2362,5.4,2.2227,0.5203
0.695277989,13.5856,6.3,4.6001,1008.4026,5.4,2.3998,0.685
0.668543398,13.2343,6.3,4.5862,1008.3143,5.4221,2.4055,0.6113
0.669366479,13.2451,6.3,4.5791,1008.2701,5.4335,2.4084,0.704
0.728746057,14.0196,6.3,4.5577,1008.1378,5.4677,2.4169,0.6462
0.821109235,15.189,6.3,4.5506,1008.0937,5.479,2.4198,0.6337
0.905956864,16.2239,6.3,4.1071,1004.8602,6.1929,2.6355,0.7304
1.070221186,18.1427,6.3,4.1128,1004.5073,6.1872,2.6639,0.8563
1.249957561,20.1176,6.2901,4.2497,998.6425,6.1298,3.1298,1.0732
1.057141066,17.9983,6.2,4.7211,994.2538,6.4774,3.4141,1.0458
0.530085862,11.3903,5.7042,7.1874,985.5869,8.5251,4.4084,0.4342
0.535431981,11.4645,5.7056,7.1832,985.5485,8.5337,4.4112,0.4418
0.601207316,12.3653,5.7099,7.1704,985.4332,8.5593,4.4198,0.4815
0.533085346,11.4316,5.7127,7.1618,985.3564,8.5764,4.4255,0.4822
0.743483365,14.2327,5.8028,6.8817,982.955,9.1056,4.5986,0.6517
0.94017452,16.6547,5.8113,6.8263,982.8185,9.1227,4.5943,0.7412
0.893388271,16.0946,5.8142,6.8078,982.773,9.1284,4.5929,0.6206
0.74439013,14.2434,5.817,6.7893,982.7274,9.1341,4.5915,0.6089
0.986974835,17.2045,5.8256,6.7338,982.5909,9.1511,4.5872,0.8136
0.860260427,15.6818,6.0085,5.5915,979.6722,9.5085,4.4972,0.7909
0.776829004,14.6493,6.4,6.6,973.3,9.8,4.9,0.7339
0.843447924,15.48,6.3943,6.5886,973.3796,9.8511,4.9114,0.6099
0.840244055,15.4405,6.3901,6.5801,973.4392,9.8895,4.9199,0.7347
0.779830575,14.6871,6.3886,6.5773,973.4592,9.9023,4.9227,0.7185
0.716127694,13.8724,6.3,6.3888,974.8403,10.6495,5.1729,0.6353
0.811795115,15.0871,6.3,6.3859,974.8758,10.6367,5.1914,0.7274
0.788973272,14.8014,6.3,6.3831,974.9114,10.6239,5.21,0.5896
0.771570265,14.5818,6.3,6.3774,974.9826,10.5983,5.247,0.6892
0.6836918,13.4484,6.3,6.2028,977.2594,9.8509,6.4085,0.5442
0.729251921,14.0402,6.3,6.2071,977.349,9.9277,6.4213,0.6584
0.691175401,13.5464,6.3,6.2099,977.4087,9.9789,6.4298,0.5837
0.699521601,13.6561,6.3,6.3,979.3,11.6,6.7,0.7028
0.650565565,13.0121,6.2986,6.2758,979.3625,11.6171,6.6915,0.5697
0.814812183,15.1236,6.2964,6.2396,979.4564,11.6427,6.6787,0.6415
0.730306327,14.0537,6.2936,6.1912,979.5816,11.6768,6.6616,0.5171
0.926108956,16.475,6.2493,5.438,981.5311,12.2085,6.3958,0.7589
0.756286502,14.38,6.2465,5.3897,981.6562,12.2426,6.3787,0.6631
1.116970301,18.6714,6.1986,4.5944,983.7337,12.7761,6.1084,0.9902
1.472474337,22.4032,6.1943,4.5773,983.8361,12.7036,6.134,1.1021
1.433717608,22.016,6.0915,4.1915,986.3131,11.0659,6.7085,1.1231
1.169001937,19.2444,6.0901,4.1901,986.3487,11.0602,6.7099,1.0649
1.337602139,21.0377,5.9972,4.0972,988.6719,10.7,6.8442,1.3003
1.421030521,21.8886,5.9901,4.0901,988.8569,10.7,6.9581,1.2164
1.45022738,22.181,5.9,4,991.1996,10.7,8.3997,1.1712
1.520998597,22.8786,5.8986,3.9958,991.2337,10.7211,8.407,1.2811
1.305598021,20.705,5.8943,3.983,991.3361,10.7851,8.4284,1.2114
1.506826878,22.7401,5.8929,3.9787,991.3703,10.8064,8.4355,0.9725
1.481954455,22.4956,5.8915,3.9744,991.4044,10.8278,8.4426,1.2237
1.423118114,21.9087,5.7986,3.6986,993.6398,12.1844,8.8986,1.2996
1.361912489,21.2871,5.7929,3.6929,993.7989,12.1219,8.8929,1.1231
1.406010985,21.7362,5.7901,3.6901,993.8785,12.0906,8.8901,1.1505
1.501682281,22.6889,5.7001,3.6001,996.3978,11.1009,8.8001,1.1393
1.315026999,20.8024,5.6901,3.5802,996.6371,11.268,8.8296,1.1364
1.365644574,21.3253,5.6887,3.5774,996.6713,11.2922,8.8339,1.1468
1.244330764,20.0567,5.6,3.3957,998.9105,12.8,9.0915,1.109
1.566097498,23.3139,5.6,3.3915,999.0215,12.8,9.083,1.1641
1.53673017,23.0303,5.6,3.3901,999.0584,12.8,9.0801,1.4385
1.540877819,23.0705,5.6,3.3872,999.1324,12.8,9.0744,1.0912
1.20068121,19.5871,5.5943,3.2943,1001.4511,12.8,8.8972,0.9596
1.32223618,20.8765,5.5915,3.2915,1001.4767,12.8,8.8957,0.9129
1.307915449,20.7273,5.3972,3.1,1003.2663,12.7834,8.8138,1.001
1.251550198,20.1336,5.3,3.0972,1005.6509,12.217,9.2689,0.9406
1.368511677,21.3542,5.3,3.0957,1005.6765,12.2255,9.2532,1.0543
1.434225678,22.0197,5.3,3.0943,1005.7021,12.234,9.2376,1.1504
1.58391571,23.4847,5.3,3.0929,1005.7277,12.2426,9.222,1.1559
1.436483145,22.0423,5.3,3.0915,1005.7533,12.2511,9.2063,1.2173
1.257442117,20.1962,5.3,3.0901,1005.7789,12.2596,9.1907,1.0249
1.290240407,20.5426,5.3,3.0886,1005.8045,12.2682,9.175,1.1396
1.180326104,19.3659,5.3,3.0014,1007.427,12.783,8.1986,0.9604
1.371299505,21.3823,5.3,3.0028,1007.454,12.7659,8.1972,1.053
1.281058431,20.4461,5.2987,3.104,1009.3215,11.6081,8.0946,1.0054
1.327740669,20.9343,5.2901,3.1296,1009.4581,11.6593,8.0605,1.0021
1.150316238,19.0397,5.1972,3.3943,1010.9368,12.2,7.6943,0.8793
1.053588629,17.9552,5.0972,3.2028,1012.2341,12.2,7.4773,0.8198
1.00043726,17.3434,5.0943,3.2057,1012.2682,12.2,7.4545,0.9214
1.036487579,17.7597,5.0915,3.2085,1012.3023,12.2,7.4318,0.8417
0.848068655,15.5226,5,3.3,1013.4188,12.2081,6.6987,0.7123
0.869725406,15.788,5,3.3,1013.4786,12.2337,6.6944,0.7705
0.963925838,16.9174,5,3.3,1013.5383,12.2593,6.6901,0.7885
1.009617329,17.4511,5,3.3,1013.5583,12.2678,6.6887,0.8513
0.801199734,14.9406,5,3.3,1014.7998,12.7999,6.6,0.7634
0.791217029,14.8154,4.9915,3.3085,1014.8852,12.6978,6.5233,0.7439
0.741702378,14.188,4.8986,3.4,1015.8128,11.5929,5.7014,0.7132
0.588045359,12.1568,4.8,3.4,1016.7335,11.1209,5.7958,0.5812
0.681343019,13.4054,4.8071,3.4,1017.5497,11.5645,5.7142,0.5819
0.781293988,14.6925,4.8128,3.4,1017.5895,11.5361,5.7256,0.6181
0.778490782,14.6564,4.8986,3.3986,1018.2085,11.0872,5.8801,0.5075
0.72822541,14.0147,4.8972,3.3972,1018.217,11.0744,5.8602,0.5299
0.735837817,14.1127,4.8943,3.3943,1018.2341,11.0489,5.8204,0.5891
0.630146325,12.7251,4.8929,3.3929,1018.2426,11.0361,5.8006,0.5305
0.531428993,11.3748,4.8007,3.3034,1018.808,10.1973,4.502,0.4544
0.340883672,8.6154,4.85,3.5499,1019.3998,10.0001,4.6499,0.3349
0.407876581,9.6106,4.8514,3.557,1019.4168,9.9944,4.6542,0.3461
0.441414773,10.0988,4.8521,3.5606,1019.4254,9.9915,4.6563,0.4283
0.390711218,9.3583,4.8528,3.5641,1019.4339,9.9887,4.6585,0.3989
0.449058741,10.2093,4.855,3.5748,1019.4595,9.9802,4.6649,0.3116
0.333889067,8.5132,4.9,3.8043,1020.0043,9.8341,4.7957,0.3485
0.371215791,9.0726,4.9,3.8128,1020.0128,9.9023,4.7872,0.2642
0.364198864,8.9682,4.9,3.817,1020.017,9.9364,4.783,0.3544
0.371974051,9.084,4.9,3.8213,1020.0213,9.9705,4.7787,0.296
0.358049333,8.8766,4.9,3.8298,1020.0298,10.0387,4.7702,0.2965
0.217000708,6.6933,4.8987,4.1027,1020.2933,12.1852,4.5027,0.2951
0.277793169,7.6597,4.8972,4.1055,1020.2862,12.1696,4.5055,0.2999
0.191778153,6.2786,4.8128,4.2872,1019.7489,10.9849,4.6233,0.1927
0.15231137,5.5703,4.8943,4.2057,1019.3829,10.2796,4.0943,0.1412
0.141170189,5.1925,4.8929,4.2071,1019.3787,10.2994,4.0929,0.1569
0.331283152,8.5011,4.8986,5.5014,1018.6028,11.1156,3.3,0.3085
0.329739422,8.478,4.8929,5.5071,1018.6142,11.1781,3.3,0.255
0.247715905,7.2134,4.8901,5.5099,1018.6199,11.2094,3.3,0.2891
0.260909617,7.4244,4.8001,5.5999,1018.7998,12.1991,3.3,0.2247
0.239763618,7.0898,4.8,5.5719,1018.8352,12.0945,3.2859,0.2346
0.163690209,5.8053,4.8,5.2001,1019.2999,10.7002,3.1,0.1808
0.169082329,5.902,4.8043,5.2,1019.3042,10.649,3.1,0.1965
0.191746131,6.2955,4.8099,5.2,1019.3099,10.5807,3.1,0.1915
0.118742101,4.4106,4.8986,5.2,1019.4,9.517,3.0986,0.1258
0.1004925,3.7527,4.8957,5.2,1019.4,9.5512,3.0957,0.115
0.100257695,3.7441,4.8929,5.2,1019.4,9.5852,3.0929,0.1247
0.126385257,4.6808,4.5,4.3,1014.4,12.2,2.7,0.4607
0.805940628,15.0004,4,2.4002,995.2,11.0999,3,0.8159
0.736036479,14.114,4.0014,2.3986,995.2155,11.0368,3.0098,0.6258
1.003608823,17.3806,4.0986,2.3085,996.3312,6.6099,3.7028,0.9957
1.174126625,19.3009,4.0943,2.3341,996.425,6.6398,3.7114,1.0154
1.101122737,18.4933,4.0886,2.3682,996.5501,6.6796,3.7227,0.876
1.033912897,17.7347,3.9917,2.8889,998.5774,7.3138,3.9,0.8012
1.10127914,18.4986,3.9832,2.8776,998.6571,7.3281,3.9,0.7748
1.060546875,18.0389,3.9789,2.8719,998.6969,7.3352,3.9,0.7715
0.94781208,16.7303,3.7,2.5355,1001.4419,7.7645,3.8645,0.7459
1.044797421,17.859,3.7,2.5426,1001.4704,7.7574,3.8574,0.8117
0.758397996,14.4078,3.7,3.0085,1003.3895,7.3,3.4,0.5561
0.674104154,13.3183,3.7013,3.2027,1005.4282,7.3,3.4013,0.496
0.644785821,12.9302,3.7056,3.2112,1005.5178,7.3,3.4056,0.5438
0.632210851,12.7633,3.8,3.4,1007.4997,7.3,3.5,0.4743
0.662627637,13.1678,3.8,3.3915,1007.5763,7.3,3.4972,0.5775
0.581621528,12.079,3.8,3.3616,1007.8452,7.3,3.4872,0.4705
0.563059747,11.8218,3.7915,3.1,1010.3279,7.2829,3.4085,0.4805
0.617667437,12.5652,3.7886,3.1,1010.3705,7.2773,3.4114,0.4795
0.63333112,12.7763,3.6987,3.0987,1011.7268,7.1188,3.5027,0.5393
0.593843937,12.2438,3.6915,3.0915,1011.8692,7.2184,3.5169,0.5231
0.49770698,10.9116,3.6,3,1013.6997,8.4998,3.7,0.4686
0.626923561,12.6904,3.5957,2.9915,1013.7553,8.4787,3.7128,0.5255
0.559617698,11.7753,3.5943,2.9887,1013.7737,8.4716,3.717,0.4867
0.624373198,12.6561,3.5886,2.9773,1013.8477,8.4432,3.7341,0.5279
0.563483417,11.8263,3.2915,2.4915,1016.6522,10.0393,3.6423,0.5042
0.472872138,10.5563,3.1915,2.383,1018.3937,8.3681,4.1426,0.431
0.558196962,11.7533,3.1872,2.3744,1018.4406,8.4023,4.1639,0.4401
0.370264649,9.0603,3.0915,2.1746,1020.2085,10.1662,4.5831,0.335
0.441523999,10.1046,3.0873,2.1618,1020.2127,10.1491,4.5745,0.3688
0.39630571,9.4426,3,1.8915,1020.3042,9.8,4.3957,0.408
0.405471504,9.5772,3,1.8887,1020.3057,9.8,4.3943,0.3298
